City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,amos,48.5669,-78.1162,284.98,79,100,1.28,CA,1686498324
364,hampton bays,40.869,-72.5176,298.81,74,0,3.09,US,1686498587
365,ust-tsilma,65.441,52.1498,279.89,60,99,2.79,RU,1686498304
366,nova sintra,14.8667,-24.7167,295.91,79,52,6.54,CV,1686498587
367,mabai,23.0128,104.4508,292.87,81,100,0.67,CN,1686498587
368,kishapu,-3.6167,33.8667,298.42,32,40,1.31,TZ,1686498587
369,papao,-17.75,-149.55,295.97,76,55,9.07,PF,1686498588
370,palikir - national government center,6.9248,158.1611,299.56,89,100,2.57,FM,1686498588
371,dawson creek,55.7666,-120.2362,290.95,55,0,6.69,CA,1686498588
372,wyszkow,52.5928,21.4584,295.99,50,24,5.58,PL,1686498588
373,matadi,-5.8167,13.45,299.36,80,100,1.62,CD,1686498588
374,maksatikha,57.797,35.8825,288.21,47,13,2.87,RU,1686498589
375,bayanhongor,46.7167,100.1167,286.89,60,32,1.58,MN,1686498589
376,mabaruma,8.2,-59.7833,303.97,63,74,2.12,GY,1686498589
377,namibe,-15.1961,12.1522,295.12,62,2,5.84,AO,1686498589
378,coxen hole,16.3244,-86.5366,304.75,74,40,2.06,HN,1686498590
379,akureyri,65.6835,-18.0878,290.11,34,0,10.29,IS,1686498590
380,bubaque,11.2833,-15.8333,301.02,80,88,4.87,GW,1686498317
381,raduzhny,62.0961,77.475,284.86,94,100,4.6,RU,1686498590
382,raduzhnyy,62.0961,77.475,284.86,94,100,4.6,RU,1686498590
383,fale old settlement,-9.3852,-171.2468,301.76,77,97,6.06,TK,1686498591
384,tamanrasset,22.785,5.5228,299.1,41,40,6.17,DZ,1686498591
385,shenjiamen,29.9576,122.298,294.79,96,100,1.77,CN,1686498591
386,gordonvale,-17.0936,145.7842,294.21,98,37,2.05,AU,1686498591
387,prince rupert,54.3161,-130.3201,284.2,87,100,3.6,CA,1686498354
388,dalhart,36.0595,-102.5133,296.75,56,75,4.63,US,1686498592
389,shanwei,22.782,115.3475,299.68,83,97,2.66,CN,1686498592
390,rakops,-21.0167,24.3333,296.32,20,0,3.15,BW,1686498592
391,camana,-16.6228,-72.7111,292.95,67,53,4.02,PE,1686498592
392,whitecourt,54.1502,-115.6855,289.73,88,75,3.6,CA,1686498570
393,osa,57.2829,55.4567,283.34,60,44,2.52,RU,1686498593
394,boaco,12.4722,-85.6586,302.27,66,100,1.73,NI,1686498593
395,selfoss,63.9331,-20.9971,287.62,67,73,7.03,IS,1686498593
396,severo-yeniseyskiy,60.3725,93.0408,279.5,60,0,1.66,RU,1686498593
397,nova vicosa,-17.8919,-39.3719,300.76,62,5,4.57,BR,1686498593
398,mel'nikovo,56.5558,84.085,285.17,64,0,2.45,RU,1686498594
399,wellington,-41.2866,174.7756,282.96,93,64,4.63,NZ,1686498370
400,pallasovka,50.05,46.8833,292.02,57,100,11.84,RU,1686498594
401,levuka,50.1834,-105.4011,293.99,41,6,4.71,CA,1686498594
402,lido adriano,44.4123,12.3086,301.29,75,3,2.24,IT,1686498594
403,vila franca do campo,37.7167,-25.4333,293.38,59,96,3.51,PT,1686498595
404,kiunga,-6.1219,141.2906,296.2,99,99,0.78,PG,1686498595
405,newborough,52.6389,-0.2233,302.64,49,20,3.09,GB,1686498595
406,inirida,3.8653,-67.9239,300.49,88,79,1.15,CO,1686498595
407,toliara,-23.35,43.6667,295.34,80,0,4.77,MG,1686498596
408,tandil,-37.3217,-59.1332,280.2,39,0,6.3,AR,1686498485
409,holualoa,19.6228,-155.9522,294.06,95,75,3.6,US,1686498596
410,invercargill,-46.4,168.35,279.02,91,25,3.41,NZ,1686498596
411,las juntas,19.4167,-104.7,303.67,50,70,2.1,MX,1686498596
412,borba,-4.3878,-59.5939,301.82,86,89,1.66,BR,1686498597
413,khunti,23.0833,85.2833,307.21,22,100,2.99,IN,1686498597
414,skeldon,5.8833,-57.1333,303.75,64,30,1.76,GY,1686498597
415,diebougou,10.9667,-3.25,305.78,46,93,3.07,BF,1686498597
416,hamina,60.5697,27.1979,292.75,53,10,3.67,FI,1686498597
417,pangai,-19.8,-174.35,296.69,68,100,5.51,TO,1686498598
418,dryden,49.7833,-92.7503,290.31,48,0,2.06,CA,1686498474
419,lihue,21.9789,-159.3672,296.92,83,40,5.66,US,1686498598
420,nogliki,51.8333,143.1667,281.2,97,87,3.42,RU,1686498598
421,pisco,-13.7,-76.2167,294.18,68,100,4.63,PE,1686498599
422,newman,37.3138,-121.0208,292.05,46,56,0.45,US,1686498599
423,rehoboth,-23.3167,17.0833,293.25,21,0,7.42,,1686498599
424,marang,5.2056,103.2059,298.1,89,81,1.59,MY,1686498599
425,lospalos,-8.5186,127.0025,295.45,75,100,3.37,TL,1686498599
426,pariaman,-0.619,100.12,299.18,86,19,1.2,ID,1686498600
427,farafangana,-22.8167,47.8333,295.19,86,0,2.31,MG,1686498600
428,roswell,34.0232,-84.3616,293.08,94,100,1.03,US,1686498398
429,tyup,42.7276,78.3648,288.41,84,73,1.13,KG,1686498600
430,keetmanshoop,-26.5833,18.1333,297.66,5,0,8.75,,1686498601
431,conception bay south,47.4999,-52.9981,280.68,93,100,5.15,CA,1686498601
432,mcalester,34.9334,-95.7697,300.38,78,40,2.57,US,1686498567
433,tongchuanshi,35.0806,109.0897,296.32,45,5,2.36,CN,1686498601
434,cape coral,26.5629,-81.9495,305.96,63,0,2.57,US,1686498326
435,prince george,53.9166,-122.753,289.96,60,0,3.09,CA,1686498602
436,rongelap,11.1635,166.8941,300.76,79,98,7.65,MH,1686498602
437,ceerigaabo,10.6162,47.368,297.55,41,85,4.9,SO,1686498602
438,tvoroyri,61.5556,-6.8111,282.64,92,93,3.33,FO,1686498603
439,al jawf,29.5,38.75,307.03,17,0,2.54,SA,1686498603
440,luganville,-15.5333,167.1667,297.5,87,100,6.13,VU,1686498603
441,canutama,-6.5339,-64.3831,306.29,51,67,1.49,BR,1686498604
442,port alfred,-33.5906,26.891,289.92,79,0,3.38,ZA,1686498604
443,raja,8.4596,25.678,300.43,60,100,1.58,SS,1686498604
444,saudarkrokur,65.7461,-19.6394,287.46,44,45,11.55,IS,1686498604
445,port douglas,-16.4833,145.4667,294.36,84,46,2.69,AU,1686498605
446,tokombere,11.2271,13.4858,306.75,38,100,2.0,NG,1686498605
447,tirmiz,37.2242,67.2783,306.2,22,0,4.12,UZ,1686498605
448,berdigestyakh,62.0989,126.6992,289.92,98,100,1.82,RU,1686498605
449,tateyama,34.9833,139.8667,294.7,95,100,0.57,JP,1686498606
450,moranbah,-22.0016,148.0466,289.86,73,87,3.34,AU,1686498606
451,dame-marie,18.5667,-74.4167,302.45,67,34,1.53,HT,1686498606
452,villa gesell,-37.2639,-56.973,283.74,58,13,8.09,AR,1686498606
453,south cleveland,35.1412,-84.8722,295.52,87,0,2.06,US,1686498607
454,salalah,17.0151,54.0924,304.2,79,40,5.66,OM,1686498607
455,freetown,8.484,-13.2299,297.99,94,75,2.06,SL,1686498607
456,lashio,22.9333,97.75,294.29,96,82,0.55,MM,1686498608
457,astrakhan,46.3497,48.0408,300.08,44,0,5.0,RU,1686498608
458,canavieiras,-15.675,-38.9472,301.13,59,14,2.83,BR,1686498608
459,mejit,10.2753,170.8646,300.82,77,87,7.48,MH,1686498609
460,nuriootpa,-34.4833,139.0,284.13,65,2,3.12,AU,1686498609
461,villa berthet,-27.2917,-60.4126,286.03,37,100,4.64,AR,1686498609
462,concordia,-31.393,-58.0209,284.14,54,0,4.02,AR,1686498609
463,gadzhiyevo,69.2551,33.3362,289.85,45,81,1.64,RU,1686498610
464,nadi,-17.8,177.4167,295.15,73,40,3.09,FJ,1686498547
465,fortuna,40.5982,-124.1573,285.74,97,100,2.57,US,1686498610
466,khandyga,62.6667,135.6,286.79,69,90,2.56,RU,1686498610
467,kattivakkam,13.2167,80.3167,303.2,65,72,8.24,IN,1686498610
468,richards bay,-28.783,32.0377,292.16,78,0,4.68,ZA,1686498611
469,port blair,11.6667,92.75,299.17,89,75,7.36,IN,1686498611
470,nantucket,41.2835,-70.0995,298.18,81,0,3.09,US,1686498432
471,kingston,17.997,-76.7936,305.51,69,20,8.75,JM,1686498603
472,codrington,-38.2667,141.9667,281.79,77,10,5.06,AU,1686498612
473,roshal',55.6685,39.8749,287.76,46,26,3.98,RU,1686498612
474,chegdomyn,51.1167,133.0167,287.42,96,98,0.84,RU,1686498612
475,kazan,55.7887,49.1221,289.05,56,27,3.76,RU,1686498612
476,tangalle,6.024,80.7911,301.24,85,84,5.21,LK,1686498613
477,keelung,25.1283,121.7419,299.79,92,93,3.86,TW,1686498613
478,cidade velha,14.9167,-23.6167,304.41,48,0,8.75,CV,1686498613
479,tofol,5.3248,163.0078,301.2,79,23,7.86,FM,1686498614
480,jauja,-11.7758,-75.4966,286.47,56,91,0.62,PE,1686498614
481,bowen,-20.0167,148.2333,291.33,86,20,3.92,AU,1686498614
482,harper,4.375,-7.7169,298.83,82,100,5.73,LR,1686498614
483,belo sur tsiribihina,-19.7,44.55,294.97,70,0,3.01,MG,1686498614
484,yaren,-0.5472,166.916,301.42,76,45,4.21,NR,1686498615
485,leua,48.2156,18.6071,295.65,72,100,3.58,SK,1686498615
486,san ignacio de velasco,-16.3667,-60.95,301.43,63,10,3.67,BO,1686498615
487,cheyyur,12.3495,80.003,303.53,69,78,8.04,IN,1686498615
488,as sulayyil,20.4607,45.5779,315.29,9,57,1.7,SA,1686498616
489,babolsar,36.7025,52.6576,297.33,76,93,2.65,IR,1686498616
490,cuyo,10.8525,121.0086,302.59,75,100,6.14,PH,1686498616
491,sao vicente,-23.9631,-46.3919,305.13,31,0,1.34,BR,1686498617
492,khorixas,-20.3667,14.9667,295.74,28,0,7.29,,1686498617
493,talcahuano,-36.7167,-73.1167,279.97,70,0,2.06,CL,1686498617
494,archangelos,36.2149,28.1149,299.14,60,61,2.34,GR,1686498617
495,taitung city,22.7583,121.1444,300.1,89,82,2.15,TW,1686498617
496,kiffa,16.6166,-11.4045,318.42,8,80,5.97,MR,1686498618
497,haimen,23.1935,116.6142,301.09,91,75,1.23,CN,1686498618
498,phillip island,-38.4835,145.231,285.64,80,12,5.21,AU,1686498618
499,ampanihy,-24.7,44.75,292.14,82,32,3.18,MG,1686498618
500,bathurst,-33.4166,149.5806,279.16,77,19,0.25,AU,1686498391
501,lazaro cardenas,17.9583,-102.2,303.97,53,61,1.02,MX,1686498619
502,zaysan,47.4667,84.8667,289.56,91,100,1.45,KZ,1686498619
503,taroa,8.7058,171.2275,301.16,79,100,7.9,MH,1686498619
504,sterling,39.0062,-77.4286,303.35,45,75,2.68,US,1686498369
505,kish,26.5578,54.0194,307.3,52,0,4.12,IR,1686498620
506,qamdo,31.1667,97.2333,277.47,85,100,2.09,CN,1686498620
507,chenzhou,25.8,113.0333,298.23,70,28,1.73,CN,1686498620
508,al jahra',29.3375,47.6581,310.87,17,24,5.31,KW,1686498621
509,morondava,-20.2833,44.2833,297.0,71,0,5.82,MG,1686498621
510,machico,32.7,-16.7667,297.5,69,40,3.6,PT,1686498621
511,zaozersk,69.4005,32.4476,289.13,48,87,1.29,RU,1686498621
512,witu,-2.3889,40.4382,299.24,85,33,3.86,KE,1686498621
513,kidal,18.4411,1.4078,313.51,18,79,3.08,ML,1686498622
514,nizhnyaya poyma,56.1622,97.1933,283.09,54,0,1.98,RU,1686498622
515,las tablas,7.7667,-80.2833,302.17,72,100,1.21,PA,1686498622
516,noosa heads,-26.3833,153.15,290.0,98,98,3.62,AU,1686498622
517,margate,51.3813,1.3862,296.87,67,16,0.45,GB,1686498623
518,trinidad,-14.8333,-64.9,302.14,79,40,4.63,BO,1686498623
519,mersing,2.4312,103.8405,300.1,89,20,1.54,MY,1686498623
520,mazagao,-0.115,-51.2894,305.18,54,2,2.66,BR,1686498623
521,igrim,63.1906,64.4162,279.14,90,100,6.11,RU,1686498624
522,island harbour,50.724,-1.2758,296.19,89,100,1.34,GB,1686498624
523,alamosa,37.4695,-105.87,287.14,54,0,3.09,US,1686498624
524,kayseri,38.737,35.4968,291.16,77,75,1.54,TR,1686498624
525,cooper's town,26.8667,-77.5167,301.33,67,0,3.31,BS,1686498624
526,laguna,38.421,-121.4238,293.2,75,0,3.6,US,1686498625
527,ostersund,63.1792,14.6357,295.4,30,0,2.57,SE,1686498400
528,qoryooley,1.7878,44.53,298.31,77,90,6.9,SO,1686498625
529,rikaze,29.25,88.8833,290.31,35,96,2.57,CN,1686498625
530,uttar char fasson,22.2332,90.7132,302.21,88,44,5.7,BD,1686498626
531,star dojran,41.1875,22.7208,294.16,74,99,1.62,MK,1686498626
532,revelstoke,50.9832,-118.2023,291.16,82,100,3.09,CA,1686498626
533,ishigaki,24.3448,124.1572,298.22,100,100,0.51,JP,1686498626
534,el tigre,8.8875,-64.2454,303.98,53,90,6.68,VE,1686498627
535,salekhard,66.53,66.6019,279.46,87,100,5.35,RU,1686498627
536,pechora,65.1472,57.2244,278.36,80,100,5.94,RU,1686498627
537,al bardiyah,31.7561,25.0865,297.48,57,81,5.74,LY,1686498627
538,rockland,41.1668,-74.0496,301.68,54,100,1.76,US,1686498424
539,santa cruz,-17.8,-63.1667,289.18,94,100,6.17,BO,1686498628
540,nouadhibou,20.931,-17.0347,300.14,54,1,9.26,MR,1686498628
541,queenstown,-31.8976,26.8753,285.63,31,0,3.64,ZA,1686498628
542,tsaratanana,-16.7833,47.65,295.21,42,3,2.14,MG,1686498628
543,aioun,16.6614,-9.6149,316.96,8,84,7.16,MR,1686498628
544,magadan,59.5667,150.8,278.94,93,94,0.86,RU,1686498629
545,palmas,-10.2128,-48.3603,305.08,43,20,3.6,BR,1686498629
546,rabo de peixe,37.8,-25.5833,292.88,64,20,6.69,PT,1686498630
547,vadso,70.0744,29.7487,295.64,47,0,5.66,NO,1686498630
548,hamilton,39.1834,-84.5333,292.59,95,100,3.6,US,1686498630
549,qarauyl,48.9451,79.255,288.48,44,3,5.84,KZ,1686498630
550,chiredzi,-21.05,31.6667,293.55,57,0,2.48,ZW,1686498632
551,acarau,-2.8856,-40.12,303.54,62,13,6.97,BR,1686498632
552,hammerfest,70.6634,23.6821,288.4,44,75,5.14,NO,1686498632
553,richard-toll,16.4625,-15.7008,318.09,10,74,8.05,SN,1686498632
554,raahe,64.6833,24.4833,292.2,63,25,10.9,FI,1686498633
555,plesetsk,62.708,40.2916,288.15,52,97,1.02,RU,1686498633
